육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
공원앞 육교,시도,52번,능곡중앙로,경기도 시흥시 능골길 1,37.36789973,126.814585,94.2,5.5,,4.5,3.5,1.5,,Y,경사로,2.0,없음,,2006-12-31,Y,양호,제한없음,,정기점검,2022-11-03,경기도 시흥시청,2022-11-24,4010000,경기도 시흥시
옥구공원앞 삼거리 육교,시도,39번,옥구공원로,경기도 시흥시 정왕대로 28번길 28,37.3546971,126.715703,39.2,5.5,,4.5,4.0,1.5,,Y,경사로,2.0,엘리베이터,2.0,2011-12-31,Y,양호,제한없음,,정기점검,2022-11-03,경기도 시흥시청,2022-11-24,4010000,경기도 시흥시
숙위교,시도,,청중로,인천광역시 서구 청라루미로42번길 5-23,37.529925,126.642682,42.0,5.5,,4.5,6.5,1.5,188.0,Y,엘리베이터+경사로,3.0,N,0.0,2012-06-30,Y,보통,제한없음,,정밀점검,2019-06-18,인천광역시 서구,2022-07-20,3560000,인천광역시 서구
문숙교,시도,,청중로,인천광역시 서구 청라사파이로 158,37.529564,126.626104,55.5,5.5,,4.5,6.5,1.5,291.0,Y,엘리베이터+경사로,3.0,N,0.0,2012-06-30,Y,양호,제한없음,,정밀점검,2019-06-18,인천광역시 서구,2022-07-20,3560000,인천광역시 서구
허암교,시도,,경제로,인천광역시 서구 청라동 84-11,37.536383,126.626065,55.5,5.5,,4.5,6.5,1.5,,Y,엘리베이터+경사로,3.0,N,0.0,2012-06-30,Y,양호,제한없음,,정밀점검,2019-06-18,인천광역시 서구,2022-07-20,3560000,인천광역시 서구
가정보도육교,시도,,봉오대로,인천광역시 서구 가정동 632,37.525089,126.667247,158.0,7.5,,4.5,11.5,,,Y,경사로,,N,,2015-12-02,Y,양호,제한없음,,정밀점검,2018-12-21,인천광역시 서구,2022-07-20,3560000,인천광역시 서구
탄벌보도육교,일반국도,43번,회안대로,경기도 광주시 탄벌동 21-2,37.41789329,127.249877,45.1,5.5,,4.5,3.0,,,Y,경사로,,캐노피,0.0,2003-12-31,N,양호,제한없음,전체 도장보수+ 비가림시설설치,정기점검,2018-11-02,경기도 광주시청,2022-11-01,5540000,경기도 광주시
태전동보도육교,일반국도,43번,회안대로,경기도 광주시 태전동 609-2,37.38637107,127.2354198,20.0,5.5,,4.5,3.6,,,Y,경사로,,엘리베이터+캐노피,2.0,2000-12-31,N,양호,제한없음,전체 도장보수+ 비가림시설설치,정기점검,2018-11-02,경기도 광주시청,2022-11-01,5540000,경기도 광주시
장지동육교,시도,23번,경충대로,경기도 광주시 장지동 산46-13,37.40396622,127.2363483,70.6,5.5,,4.5,1.5,,,Y,경사로,,캐노피,0.0,2013-11-25,Y,양호,제한없음,전체 도장보수+ 비가림시설설치,정기점검,2018-11-02,경기도 광주시청,2022-11-01,5540000,경기도 광주시
오포육교,지방도,57번,태재로,경기도 광주시 오포읍 신현리 709-15,37.360013,127.151009,38.5,6.0,,5.0,3.5,,,Y,경사로,,없음,0.0,2009-12-17,Y,양호,제한없음,도장보수,정기점검,2018-11-02,경기도 광주시청,2022-11-01,5540000,경기도 광주시
문화예술회관육교,시도,1번,호남선,전라남도 목포시 남농로 95,34.7926162,126.4178012,70.0,4.5,,4.5,4.6,,,Y,경사로,,,,2008-01-01, ,양호,제한없음,"계단 및 논슬립 설치(2021년), 난간 정비(2021년)",정기점검,2022-11-01,전라남도 목포시청,2022-11-17,4800000,전라남도 목포시
옥암자전거육교,시도,2번,호남선,전라남도 목포시 남악로 22-14,34.8022406,126.4398618,257.0,6.2,,5.0,4.0,,,Y,경사로,,,,, ,양호,제한없음,난간 및 육교 상판 정비(2019년),정기점검,2022-11-01,전라남도 목포시청,2022-11-17,4800000,전라남도 목포시
보도육교,일반국도,20호선,의령대로,경상남도 의령군 의령읍 벽화로 644-16,35.31400209,128.2565761,33.0,5.0,,4.5,7.0,,79.0,Y,경사로,1.0,,,,Y,양호,제한없음,,정밀안전진단,2022-11-14,경상남도 의령군청,2022-11-15,5390000,경상남도 의령군
kT&G앞 육교,시도,3219073번,북원로,강원도 원주시 소초면 장양리 722-3,37.40700167,127.9568051,30.7,4.8,,4.6,4.0,1.0,,Y,경사로,2.0,없음,0.0,,N,보통,제한없음,,정기점검,2022-10-24,강원도 원주시청,2022-11-24,4190000,강원도 원주시
장양육교,시도,3219073번,북원로,강원도 원주시 소초면 장양리 806,37.41079621,127.9594464,24.7,5.1,,4.9,3.0,1.0,,Y,경사로,2.0,없음,0.0,,N,보통,제한없음,19.12 강재도장보수 20㎡,정기점검,2022-10-24,강원도 원주시청,2022-11-24,4190000,강원도 원주시
강문솟대다리,기타,,창해로,강원도 강릉시 강문동 248-4,37.797323,128.916759,89.15,,,0.0,4.0,1.2,,Y,경사로,,,,,N,양호,제한없음,,정기점검,2022-05-12,강원도 강릉시청,2022-12-05,4200000,강원도 강릉시
솔바람다리,기타,,공항길,강원도 강릉시 공항길127번길,37.767951,128.951321,199.0,,,0.0,4.0,1.2,,Y,경사로,,,,,N,양호,제한없음,,정기점검,2022-05-12,강원도 강릉시청,2022-12-05,4200000,강원도 강릉시
중앙공원 앞 육교,시도,,평촌대로,경기도 안양시 동안구 평촌대로 164,37.3867809,126.9587683,118.6,5.0,,5.0,4.0,1.1,,Y,경사로,1.0,,,1992-10-19,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
롯데 향촌(아) 앞 육교,시도,,평촌대로,경기도 안양시 동안구 귀인로 193,37.38668847,126.9603797,107.0,5.5,,5.5,4.0,1.1,,Y,경사로,1.0,,,1997-05-07,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
신촌동행정복지센터 앞 육교,시도,,동안로,경기도 안양시 동안구 동안로 28,37.3818035,126.9563052,84.0,5.5,,5.5,4.0,1.1,,Y,경사로,1.0,,,1997-05-16,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
농수산물도매시장 앞 육교,시도,,관평로,경기도 안양시 동안구 흥안대로 313,37.38310598,126.9704796,67.0,5.0,,4.5,3.5,1.1,,Y,경사로,1.0,,,1999-03-22,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
중앙공원관리사무소 앞 육교,시도,,관평로,경기도 안양시 동안구 관평로138번길 13,37.39052262,126.962384,89.8,5.5,,5.0,4.0,1.1,,Y,경사로,1.0,,,1992-10-10,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
희성초교 앞 육교,시도,,학의로,경기도 안양시 동안구 학의로 90,37.3987117,126.9495243,91.0,5.0,,4.5,4.0,1.1,,Y,경사로,1.0,,,1998-03-16,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
부안초교 앞 육교,시도,,달안로,경기도 안양시 동안구 달안로 117,37.3978633,126.9554415,94.0,5.0,,4.5,4.0,1.1,,Y,경사로,1.0,,,1998-03-22,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
달안동행정복지센터 앞 육교,시도,,달안로,경기도 안양시 동안구 달안로 71,37.396314,126.9508033,84.6,5.5,,5.0,4.0,1.1,,Y,경사로,1.0,,,1993-10-14,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
부흥초교 앞 육교,시도,,달안로,경기도 안양시 동안구 달안로 28,37.3936897,126.947137,94.0,5.5,,5.5,4.0,1.1,,Y,경사로,1.0,,,1997-05-09,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
부림동행정복지센터 앞 육교,시도,,달안로,경기도 안양시 동안구 달안로 158,37.3989065,126.959855,85.2,5.5,,5.0,4.0,1.1,,Y,경사로,1.0,,,1993-10-16,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
평안동행정복지센터 앞 육교,시도,,관평로,경기도 안양시 동안구 관평로138번길 52,37.3901524,126.9651204,84.6,5.5,,5.0,4.0,1.1,,Y,경사로,1.0,,,1992-10-07,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
범계초교 앞 육교,시도,,평촌대로,경기도 안양시 동안구 평촌대로179번길 40,37.3873402,126.9553378,84.6,5.5,,5.0,4.0,1.1,,Y,경사로,1.0,,,1992-10-29,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
귀인초교 앞 육교,시도,,귀인로,경기도 안양시 동안구 귀인로 247,37.3874853,126.9661254,90.4,5.5,,5.0,4.0,1.1,,Y,경사로,1.0,,,1992-04-09,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
범계중학교 앞 육교,시도,,귀인로,경기도 안양시 동안구 귀인로 155,37.3845541,126.9563174,85.6,5.5,,5.5,4.0,1.1,,Y,경사로,1.0,,,1992-04-18,N,양호,제한없음,,정기점검,2019-04-12,경기도 안양시청,2022-11-15,3830000,경기도 안양시
중방보도육교,기타,,하천,경상북도 경산시 강변동로,35.826319,128.730438,122.0,1.2,,4.5,2.0,1.8,7.0,Y,경사로,2.0,,,2012-10-30,Y,양호,제한없음,,정기점검,2012-10-30,경상북도 경산시청,2022-11-30,5130000,경상북도 경산시
정평보도육교,기타,,하천,경상북도 경산시 강변동로,35.837304,128.730337,115.0,1.2,,4.5,3.0,1.8,7.0,Y,경사로,2.0,,,2016-09-30,Y,양호,제한없음,,정기점검,2016-09-30,경상북도 경산시청,2022-11-30,5130000,경상북도 경산시
중산(보도)육교,기타,,경부 철도,경상북도 경산시 옥산로,35.831304,128.722594,30.0,7.1,,4.5,3.0,1.8,5.0,Y,경사로,2.0,,,2007-10-30,Y,보통,제한없음,,정기점검,2017-10-30,경상북도 경산시청,2022-11-30,5130000,경상북도 경산시
옥곡(보도)육교,기타,,경부 철도,경상북도 경산시 옥산길,35.812219,128.730696,98.0,7.1,,4.5,3.0,1.8,5.0,Y,경사로,2.0,,,2008-10-30,Y,보통,제한없음,,정기점검,2008-10-30,경상북도 경산시청,2022-11-30,5130000,경상북도 경산시
개양육교,시도,3번,진주대로,경상남도 진주시 가좌동 산 80-6,35.1796118,128.1045126,32.5,4.5,3.5,4.5,3.0,1.2,6.0,Y,경사로,1.0,없음,,2006-01-01,N,양호,제한없음,,정기점검,2022-12-12,경상남도 진주시청,2022-12-12,5310000,경상남도 진주시
교리육교(여주대),일반국도,37호선,세종로,경기도 여주시 교동 46-4,37.267992,127.637736,29.8,5.0,,4.5,3.3,2.0,0.0,Y,경사로,2.0,,,1999-01-01,Y,양호,제한없음,,정기점검,2022-05-08,경기도 여주시청,2022-11-01,5700000,경기도 여주시
교리2육교(여주고),일반국도,37호선,세종로,경기도 여주시 교동 32-3,37.258077,127.645893,30.0,5.0,,4.5,3.5,2.0,0.0,Y,경사로,2.0,,,2006-01-01,Y,양호,제한없음,계단보수,정기점검,2022-05-08,경기도 여주시청,2022-11-01,5700000,경기도 여주시
이마트연결 보도육교,기타,성복천,성복천,경기도 용인시 수지구 포은대로 552,37.32532492,127.1100039,113.0,,,4.5,5.0,,,Y,경사로,,,,2006-12-31,N,보통,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
엄사육교,기타,01월 03일,대로,충청남도 계룡시 엄사면 엄사리 95-7,36.292687,127.242539,183.0,5.0,5.0,5.0,33.0,1.1,10.0,Y,경사로,2.0,,,, ,양호,제한없음,,정기점검,2017-11-24,계룡시,2020-10-05,5580000,충청남도 계룡시
대림육교,일반국도,35,태백로,강원도 태백시 태백로 1037,37.16512595,128.9941157,24.0,5.8,5.0,4.5,4.0,1.3,0.0,Y,점자블럭+경사로,2.0,없음,0.0,1994-01-01,Y,양호,제한없음,육교도색+데크보수,정기점검,2020-11-23,강원도 태백시청,2022-09-28,4220000,강원도 태백시
상장육교,일반국도,35,태백로,강원도 태백시 태백로 1221,37.15068648,128.9921156,22.6,5.8,5.0,4.2,3.0,1.3,0.0,Y,점자블럭+경사로,2.0,없음,0.0,1991-01-01,N,양호,제한없음,육교도색+데크보수,정기점검,2020-11-25,강원도 태백시청,2022-09-28,4220000,강원도 태백시
내황초교육교,시도,,반구로,울산광역시 중구 반구동 내황13길,35.552009,129.348251,19.9,,,4.5,4.0,,,Y,경사로,,,,2006-01-01,N,양호,제한없음,,정기점검,2022-06-20,울산광역시청,2022-08-24,6310000,울산광역시
목동운동장앞,시도,,안양천로,서울특별시 양천구 목동동로 298,37.52813225,126.876521,40.0,6.0,,4.5,4.6,1.3,3.0,Y,점자블럭+경사로,2.0,없음,0.0,2006-06-01,N,양호,제한없음,일상유지보수,정밀안전진단,2022-07-14,서울특별시 양천구청,2022-08-08,3140000,서울특별시 양천구
신정교앞,시도,,안양천로,서울특별시 양천구 신목로 5,37.51722556,126.876469,80.0,6.0,,4.5,3.4,1.3,4.0,Y,점자블럭+경사로,2.0,없음,0.0,2008-06-01,N,양호,제한없음,일상유지보수,정밀안전진단,2022-07-14,서울특별시 양천구청,2022-08-08,3140000,서울특별시 양천구
이대목동병원,시도,,안양천로,서울특별시 양천구 안양천로 1071,37.53698185,126.8867439,40.0,6.0,,4.5,4.6,1.3,3.0,Y,점자블럭+경사로,2.0,없음,0.0,2009-02-01,N,양호,제한없음,일상유지보수,정밀안전진단,2022-07-14,서울특별시 양천구청,2022-08-08,3140000,서울특별시 양천구
신은,시도,,신월로,서울특별시 양천구 신정이펜2로 55,37.51513262,126.8308648,228.0,6.0,,4.5,4.3,1.3,4.0,Y,점자블럭+경사로,2.0,없음,0.0,2002-06-26,N,보통,제한없음,일상유지보수,정기점검,2022-06-30,서울특별시 양천구청,2022-08-08,3140000,서울특별시 양천구
일원보도육교,시도,,양재대로,서울특별시 강남구 일원로9길 6,37.48932458,127.082097,45.0,,,4.5,3.0,,,Y,점자블럭+경사로,,,,1989-12-01,N,보통,제한없음,,정기점검,2021-12-17,서울특별시 강남구청,2022-08-11,3220000,서울특별시 강남구
일원탄천보도육교,시도,,남부순환로,,37.496697,127.088375,88.0,,,5.5,5.8,,,Y,점자블럭+경사로,,,,2010-09-08,N,보통,제한없음,,정기점검,2021-12-17,서울특별시 강남구청,2022-08-11,3220000,서울특별시 강남구
상징탑육교,기타,,동일로,서울특별시 노원구 동일로 1229,37.6389605,127.0663451,70.2,4.5,,4.5,5.0,,,Y,경사로,,접속계단,,1995-02-12,N,양호,제한없음,,정기점검,2022-04-25,서울특별시 노원구 토목과,2022-08-17,3100000,서울특별시 노원구
백운육교,기타,,동일로,서울특별시 노원구 누원로 18,37.68621458,127.0528727,166.6,4.5,,4.5,4.0,,,Y,경사로,,접속계단+캐노피,,2009-12-10,N,양호,제한없음,,정기점검,2022-04-25,서울특별시 노원구 토목과,2022-08-17,3100000,서울특별시 노원구
수락육교,기타,,동일로,서울특별시 노원구 동일로 1794,37.68864404,127.0558536,110.0,4.5,,4.5,3.4,,,Y,경사로,,접속계단,,2009-12-10,N,양호,제한없음,,정기점검,2022-04-25,서울특별시 노원구 토목과,2022-08-17,3100000,서울특별시 노원구
칠전육교,시도,대로1-2,경춘로,강원도 춘천시 칠전동 596,37.840538,127.714284,65.0,,13.0,0.0,5.0,,,Y,경사로,,,,1998-10-01,N,보통,제한없음,,정기점검,2019-12-19,강원도 춘천시청,2022-08-26,4180000,강원도 춘천시
별내1육교(한별초등학교 앞 육교),시도,대로2-1호선,순화궁로,경기도 남양주시 별내3로 23,37.64480145,127.1176916,38.0,5.0,,5.0,,,,Y,점자블럭+경사로,,,,,Y,양호,제한없음,,정기점검,2022-06-15,경기도 남양주시청,2022-08-22,3990000,경기도 남양주시
별내2육교(신일 유토빌 앞 육교),시도,대로2-3호선,순화궁로,경기도 남양주시 별내4로 25,37.64662797,127.1142537,38.0,5.0,,5.0,,,,Y,점자블럭+경사로,,,,,Y,양호,제한없음,,정기점검,2022-06-15,경기도 남양주시청,2022-08-22,3990000,경기도 남양주시
별내3육교(대원칸타빌 앞 육교),시도,대로2-3호선,불암로,경기도 남양주시 불암로 336,37.66167002,127.1267984,38.0,5.0,,5.0,,,,Y,점자블럭+경사로,,,,,Y,양호,제한없음,,정기점검,2022-06-15,경기도 남양주시청,2022-08-22,3990000,경기도 남양주시
별내4육교(별내동 주민센터앞육교),시도,대로1-1호선,별내2로,경기도 남양주시 별내3로 64-21,37.64616615,127.1218825,52.5,5.0,,5.0,,,,Y,점자블럭+경사로+엘리베이터,,,,,Y,양호,제한없음,,정기점검,2022-06-15,경기도 남양주시청,2022-08-22,3990000,경기도 남양주시
서곡초교 앞,구도,,반송로,부산광역시 금정구 서금로 27,35.21862801,129.104521,18.6,,,4.7,2.0,1.2,,Y,경사로,1.0,,,, ,보통,제한없음,2020.12. 도색완료,정기점검,2022-11-01,부산광역시 금정구청,2022-11-21,3350000,부산광역시 금정구
충남여고앞 보도육교,시도,,동서대로,대전광역시 중구 동서대로 1361,36.33111601,127.4095723,36.0,4.9,5.0,4.5,4.0,1.2,14.0,Y,경사로,1.0,없음,1.0,1993-08-31,N,보통,제한없음,,정기점검,2022-11-01,대전광역시 중구청,2022-11-17,3650000,대전광역시 중구
오류동 보도육교,기타,,수침로,대전광역시 중구 수침로 54-22,36.32403193,127.4020094,71.0,6.0,5.0,5.5,3.5,1.2,10.0,Y,경사로,1.0,없음,1.0,1992-12-31,N,보통,제한없음,,정기점검,2022-11-01,대전광역시 중구청,2022-11-17,3650000,대전광역시 중구
산성동 보도육교,기타,,문화로46번길,대전광역시 중구 문화로46번길 54,36.30816072,127.3914718,27.9,6.0,5.0,5.5,4.0,1.2,10.0,Y,경사로,1.0,없음,1.0,1993-12-31,N,보통,제한없음,,정기점검,2022-11-01,대전광역시 중구청,2022-11-17,3650000,대전광역시 중구
문화동 보도육교,기타,,문화로94번길,대전광역시 중구 문화로94번길 45,36.30996358,127.3972769,27.0,6.0,5.0,5.5,3.5,1.2,10.0,Y,경사로,1.0,없음,1.0,1997-07-31,N,보통,제한없음,,정기점검,2022-11-01,대전광역시 중구청,2022-11-17,3650000,대전광역시 중구
버드내마을 아파트 앞 보도육교,시도,,계백로,대전광역시 중구 계백로 1510,36.31577204,127.3883388,32.5,6.0,5.0,5.0,2.5,1.2,9.0,Y,엘리베이터+경사로,1.0,엘리베이터,2.0,2001-11-30,N,보통,제한없음,,정기점검,2022-11-01,대전광역시 중구청,2022-11-17,3650000,대전광역시 중구
안영동 보도육교,시도,,대둔산로,대전광역시 중구 대둔산로128번길 2,36.28231876,127.3763437,37.0,6.0,5.0,5.0,4.0,1.2,11.0,Y,엘리베이터+경사로,1.0,엘리베이터,2.0,2004-12-31,N,보통,제한없음,,정기점검,2022-11-01,대전광역시 중구청,2022-11-17,3650000,대전광역시 중구
사수육교,시도,1-294호선,내곡로,대구광역시 북구 사수동 979,35.901559,128.513193,34.0,5.0,,4.5,4.0,,,Y,경사로,,없음,0.0,2013-07-31, ,양호,제한없음,,정기점검,2022-06-24,대구광역시 북구청,2022-10-28,3450000,대구광역시 북구
지상경사로15,기타,,대산로,경기도 고양시 일산서구 대산로 246 (대화동),37.68047139,126.7515967,68.1,11.4,,4.5,5.4,,,Y,경사로,1.0,없음,,1993-08-30,Y,보통,제한없음,표면처리,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
지상경사로17,시도,74번,중앙로,"경기도 고양시 일산서구 중앙로 1388 (주엽동, 강선마을11단지아파트)",37.66834954,126.765681,94.5,15.8,,4.5,4.4,,,Y,경사로,1.0,없음,,1997-05-03,Y,보통,제한없음,탄성포장,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
지상경사로18,기타,,강선로,경기도 고양시 일산서구 강선로 168,37.67774582,126.7707145,61.0,10.2,,4.5,4.5,,,Y,경사로,1.0,없음,,1997-09-21,N,보통,제한없음,경사로 데크보수,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
지상경사로19,기타,,일산로,경기도 고양시 일산서구 일산로 614 (일산동),37.68113823,126.7608067,61.0,10.5,,4.5,4.5,,,Y,경사로,1.0,없음,,1997-08-12,Y,보통,제한없음,단면보수+탄성포장,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
킨텍스 보도육교,시도,100번,킨텍스로,경기도 고양시 일산서구 킨텍스로 217-59,37.66464875,126.7420642,88.8,88.8,,4.5,4.5,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2019-12-31,N,양호,제한없음,,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
탄현역육교,지방도,359번,일현로,경기도 고양시 일산서구 일현로 97-11,37.69507267,126.7621663,43.0,43.0,,4.5,4.0,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2014-04-30,N,양호,제한없음,,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
태영동문육교,시도,92번,고양대로,경기도 고양시 일산서구 고양대로 624,37.68578216,126.7655771,43.0,43.0,,4.5,4.0,,,Y,경사로,1.0,없음,,2014-05-31,N,양호,제한없음,,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
풍동육교,기타,,숲속마을로,경기도 고양시 일산동구 숲속마을1로 101,37.67083031,126.7996206,83.5,83.5,,4.6,4.0,,,Y,점자블럭+경사로,2.0,없음,,2006-09-25,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
풍동육교,기타,,숲속마을로,경기도 고양시 일산동구 숲속마을1로 101,37.67083031,126.7996206,83.5,83.5,,4.6,4.0,,,Y,점자블럭+경사로,2.0,없음,,2006-09-25,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
하이파크1육교,기타,,하이파크로,경기도 고양시 일산서구 하이파크로 113,37.70380951,126.7533094,125.0,125.0,,4.5,9.2,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2012-03-31,N,양호,제한없음,데크 교체,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
하이파크2육교,기타,,하이파크로,경기도 고양시 일산서구 하이파크3로 111,37.69977416,126.7510489,121.0,121.0,,4.5,9.2,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2012-03-31,N,양호,제한없음,데크 교체,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
하이파크3육교,기타,,하이파크로,경기도 고양시 일산서구 하이파크3로 61,37.69747377,126.7523172,111.0,111.0,,4.5,9.2,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2012-03-31,N,양호,제한없음,,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
하이파크4육교,기타,,하이파크로,경기도 고양시 일산서구 하이파크3로 62,37.69811075,126.7555528,116.0,116.0,,4.5,9.2,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2012-03-31,N,양호,제한없음,교대 데크교체,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
행신제1보도육교,시도,74번,중앙로,경기도 고양시 덕양구 중앙로 557번길 7-23,37.62247076,126.8360702,59.0,20.0,,4.5,3.3,,,Y,경사로,1.0,없음,,1995-01-01,N,양호,제한없음,,정기점검,2022-06-15,경기도 고양시청,2022-11-10,3940000,경기도 고양시
호수중앙육교(샵8),시도,71번,중앙로,경기도 고양시 일산동구 중앙로 1271-1,37.65948674,126.7726989,137.1,38.0,,4.5,7.9,,,Y,경사로,1.0,없음,,1994-07-01,N,양호,제한없음,화강석판석+ 하부도장 + 배수관교체,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
호수중앙육교(샵8),시도,71번,중앙로,경기도 고양시 일산동구 중앙로 1271-1,37.65948674,126.7726989,137.1,38.0,,4.5,7.9,,,Y,경사로,1.0,없음,,1994-07-01,N,양호,제한없음,화강석판석+ 하부도장 + 배수관 교체,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
서정3보도육교,시도,79번,서정마을로,"경기도 고양시 덕양구 서정마을로 22, 1070 (행신동)",37.61842845,126.8497837,57.3,57.3,,5.2,6.7,,,Y,경사로,1.0,없음,,2008-01-01,N,양호,제한없음,,정기점검,2022-06-15,경기도 고양시청,2022-11-10,3940000,경기도 고양시
서정4보도육교,시도,79번,충경로,"경기도 고양시 덕양구 충경로 156, 1088 (행신동, 서정마을5단지아파트)",37.61662518,126.8469549,53.8,53.8,,4.5,6.0,,,Y,경사로,1.0,없음,,2008-01-01,N,양호,제한없음,세척,정기점검,2022-06-15,경기도 고양시청,2022-11-10,3940000,경기도 고양시
아람누리육교(샵7),시도,74번,중앙로,경기도 고양시 일산동구 중앙로 1271-1,37.65948674,126.7726989,126.8,41.0,,4.5,7.9,,,Y,경사로,1.0,없음,,1994-07-01,N,양호,제한없음,도면보수+ 도장보수,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
안곡육교,기타,,중산로,경기도 고양시 일산동구 중산로 147-1,37.685252,126.7808247,150.0,150.0,,4.5,4.9,,,Y,경사로,1.0,없음,,2006-05-29,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
암센터앞육교(샵6),기타,,율천로,경기도 고양시 일산동구 율천로8번길 8-24,37.66523698,126.7841658,67.9,26.5,,4.5,7.9,,,Y,점자블럭+경사로,1.0,없음,,1994-07-01,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
웨스턴돔육교,시도,62번,정발산로,경기도 고양시 일산동구 정발산로 24,37.65589641,126.7720388,62.0,62.0,,4.5,5.4,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2007-06-09,N,양호,제한없음,단면복구+ 바닥재포장,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
위시티3육교,기타,,위시티로,경기도 고양시 일산동구 위시티4로 79,37.68156749,126.80744,60.6,60.6,,4.5,5.4,,,Y,엘리베이터+경사로,2.0,엘리베이터,1.0,2012-03-31,N,양호,제한없음,,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
일산보도육교,지방도,356번,하늘마을로,경기도 고양시 일산동구 하늘마을로 76,37.68243677,126.7864135,43.0,43.0,,4.5,4.0,,,Y,경사로,1.0,없음,,2007-11-20,N,양호,제한없음,,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
장미구름다리,기타,,주엽로,경기도 고양시 일산서구 주엽로 77,37.667026,126.7530474,40.0,40.0,,4.5,6.0,,,Y,경사로,1.0,없음,,2005-06-22,N,보통,제한없음,바닥 상판 정비,정기점검,2022-06-17,경기도 고양시청,2022-11-10,3940000,경기도 고양시
장항육교(샵4),시도,71번,호수로,경기도 고양시 일산동구 호수로 550,37.6521491,126.7725307,84.0,42.0,,4.5,5.4,,,Y,경사로,1.0,없음,,1992-01-01,N,양호,제한없음,화강석판석+ 계단논슬립 교체,정기점검,2022-05-16,경기도 고양시청,2022-11-10,3940000,경기도 고양시
